"System","Dataset","Package","File","Number of anys","Number of any[]","Number of Function","Total annotations"
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/beforeafterprint.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/bigint.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/blobbuilder.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/bloburls.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/border-image.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/border-radius.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/broadcastchannel.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/brotli.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/calc.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/canvas-blending.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/canvas-text.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/canvas.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/ch-unit.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/chacha20-poly1305.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/channel-messaging.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/childnode-remove.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/classlist.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/client-hints-dpr-width-viewport.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/clipboard.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/colr-v1.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/colr.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/comparedocumentposition.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/console-basic.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/console-time.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/const.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/constraint-validation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/contenteditable.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/contentsecuritypolicy.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/contentsecuritypolicy2.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/cookie-store-api.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/cors.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/createimagebitmap.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/credential-management.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/cryptography.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-all.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-animation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-any-link.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-appearance.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-at-counter-style.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-autofill.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-backdrop-filter.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-background-offsets.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-backgroundblendmode.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-boxdecorationbreak.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-boxshadow.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-canvas.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-caret-color.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-cascade-layers.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-case-insensitive.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-clip-path.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-color-adjust.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-color-function.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-conic-gradients.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-container-queries.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-container-query-units.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-containment.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-content-visibility.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-counters.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-crisp-edges.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-cross-fade.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-default-pseudo.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-descendant-gtgt.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-deviceadaptation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-dir-pseudo.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-display-contents.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-element-function.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-env-function.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-exclusions.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-featurequeries.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-file-selector-button.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-filter-function.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-filters.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-first-letter.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-first-line.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-fixed.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-focus-visible.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-focus-within.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-font-palette.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-font-rendering-controls.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-font-stretch.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-gencontent.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-gradients.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-grid-animation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-grid.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-hanging-punctuation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-has.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-hyphens.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-image-orientation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-image-set.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-in-out-of-range.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-indeterminate-pseudo.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-initial-letter.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-initial-value.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-lch-lab.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-letter-spacing.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-line-clamp.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-logical-props.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-marker-pseudo.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-masks.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-matches-pseudo.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-math-functions.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-media-interaction.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-media-range-syntax.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-media-resolution.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-media-scripting.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-mediaqueries.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-mixblendmode.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-motion-paths.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-namespaces.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-nesting.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-not-sel-list.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-nth-child-of.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-opacity.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-optional-pseudo.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-overflow-anchor.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-overflow-overlay.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-overflow.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-overscroll-behavior.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-page-break.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-paged-media.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-paint-api.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-placeholder-shown.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-placeholder.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-print-color-adjust.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-read-only-write.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-rebeccapurple.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-reflections.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-regions.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-repeating-gradients.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-resize.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-revert-value.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-rrggbbaa.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-scroll-behavior.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-scroll-timeline.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-scrollbar.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-sel2.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-sel3.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-selection.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-shapes.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-snappoints.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-sticky.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-subgrid.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-supports-api.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-table.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-text-align-last.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-text-indent.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-text-justify.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-text-orientation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-text-spacing.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-textshadow.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-touch-action.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-transitions.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-unicode-bidi.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-unset-value.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-variables.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-when-else.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-widows-orphans.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-width-stretch.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-writing-mode.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css-zoom.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css3-attr.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css3-boxsizing.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css3-colors.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css3-cursors-grab.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css3-cursors-newer.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css3-cursors.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/css3-tabsize.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/currentcolor.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/custom-elements.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/custom-elementsv1.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/customevent.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/datalist.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dataset.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/datauri.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/date-tolocaledatestring.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/declarative-shadow-dom.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/decorators.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/details.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/deviceorientation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/devicepixelratio.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dialog.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dispatchevent.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dnssec.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/do-not-track.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/document-currentscript.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/document-evaluate-xpath.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/document-execcommand.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/document-policy.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/document-scrollingelement.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/documenthead.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dom-manip-convenience.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dom-range.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/domcontentloaded.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dommatrix.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/download.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/dragndrop.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/element-closest.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/element-from-point.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/element-scroll-methods.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/eme.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/eot.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es5.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es6-class.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es6-generators.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es6-module-dynamic-import.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es6-module.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es6-number.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es6-string-includes.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/es6.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/eventsource.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/extended-system-fonts.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/feature-policy.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/fetch.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/fieldset-disabled.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/fileapi.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/filereader.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/filereadersync.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/filesystem.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/flac.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/flexbox-gap.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/flexbox.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/flow-root.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/focusin-focusout-events.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-family-system-ui.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-feature.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-kerning.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-loading.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-size-adjust.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-smooth.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-unicode-range.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-variant-alternates.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/font-variant-numeric.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/fontface.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/form-attribute.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/form-submit-attributes.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/form-validation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/forms.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/fullscreen.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/gamepad.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/geolocation.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/getboundingclientrect.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/getcomputedstyle.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/getelementsbyclassname.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/getrandomvalues.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/gyroscope.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/hardwareconcurrency.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/hashchange.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/heif.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/hevc.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/hidden.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/high-resolution-time.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/history.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/html-media-capture.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/html5semantic.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/http-live-streaming.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/http2.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/http3.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/iframe-sandbox.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/iframe-seamless.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/iframe-srcdoc.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/imagecapture.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/ime.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/img-naturalwidth-naturalheight.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/import-maps.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/imports.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/indeterminate-checkbox.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/indexeddb.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/indexeddb2.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/inline-block.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/innertext.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/input-autocomplete-onoff.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/input-color.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/input-datetime.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/input-email-tel-url.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/input-event.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/input-file-accept.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,caniuse-lite,data/features/input-file-directory.ts,0,0,0,0
